id,ppt_id,bet_no,play_duration (ms),old_bonus,total_stake,win_number,winnings,new_bonus,average_odds,total_numbers_bet,num_tokens
32,6,11,4567,£4.50,£1.00,28,£1.00,£4.50,£0.47,28,2,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 0, 2, 0, 2, 0, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 0, 2, 0, 2, 0, 2, 0]"
26,6,10,6523,£4.50,£1.00,31,£1.00,£4.50,£0.58,26,2,"[0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
23,6,9,2578,£4.00,£1.00,33,£1.50,£4.50,£0.78,24,2,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 2.5, 1.5, 2.5, 1.5, 1.5, 2.5, 1.5, 2.5, 1.5, 2.5, 1.5, 2.5]"
20,6,8,4094,£5.00,£1.00,2,£0.00,£4.00,£0.78,24,2,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 2.5, 1.5, 2.5, 1.5, 1.5, 2.5, 1.5, 2.5, 1.5, 2.5, 1.5, 2.5]"
18,6,7,15414,£5.00,£1.00,25,£1.00,£5.00,£0.78,24,2,"[0, 2.5, 1.5, 2.5, 1.5, 2.5, 1.5, 2.5, 1.5, 2.5, 1.5, 1.5, 2.5, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
16,6,6,5501,£5.50,£0.50,26,£0.00,£5.00,£1.03,18,1,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
14,6,5,11146,£5.00,£1.00,15,£1.50,£5.50,£0.78,24,2,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1.5, 2.5, 1.5, 2.5, 1.5, 2.5, 2.5, 1.5, 2.5, 1.5, 2.5, 1.5, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
13,6,4,5956,£4.50,£1.00,35,£1.50,£5.00,£0.78,24,2,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 2.5, 1.5, 2.5, 1.5, 1.5, 2.5, 1.5, 2.5, 1.5, 2.5, 1.5, 2.5]"
11,6,3,12572,£4.50,£2.00,11,£2.00,£4.50,£0.21,36,4,"[0, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2.5, 3.5, 2.5, 3.5, 3.5, 2.5, 3.5, 2.5, 3.5, 2.5, 3.5, 2.5]"
8,6,2,9050,£4.50,£1.00,3,£1.00,£4.50,£0.78,24,2,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 2.5, 1.5, 2.5, 1.5, 1.5, 2.5, 1.5, 2.5, 1.5, 2.5, 1.5, 2.5]"
6,6,1,14503,£5.00,£2.00,17,£1.50,£4.50,£0.40,30,3,"[0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 0, 2, 1.5, 3.5, 1.5, 3.5, 1.5, 3.5, 3.5, 1.5, 3.5, 1.5, 3.5, 1.5, 3.5, 1.5, 3.5, 1.5, 1.5, 3.5, 1.5, 3.5, 1.5, 3.5, 1.5, 3.5]"
38,8,4,15992,£9.00,£2.00,34,£0.00,£7.00,£1.03,18,2,"[0, 0, 4, 0, 4, 0, 4, 0, 4, 0, 4, 4, 0, 4, 0, 4, 0, 4, 0, 0, 4, 0, 4, 0, 4, 0, 4, 0, 4, 4, 0, 4, 0, 4, 0, 4, 0]"
33,8,3,2394,£7.00,£2.00,21,£4.00,£9.00,£0.58,26,2,"[0, 4, 0, 4, 0, 4, 0, 4, 0, 4, 0, 2, 2, 2, 2, 2, 2, 2, 2, 4, 0, 4, 0, 4, 0, 4, 0, 4, 0, 2, 2, 2, 2, 2, 2, 2, 2]"
29,8,2,8169,£7.00,£2.00,4,£2.00,£7.00,£0.47,28,2,"[0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 0, 4, 0, 4, 0, 4, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 0, 4, 0, 4, 0, 4, 0]"
24,8,1,22629,£5.00,£2.00,6,£4.00,£7.00,£0.58,26,2,"[0, 0, 4, 0, 4, 0, 4, 0, 4, 0, 4, 2, 2, 2, 2, 2, 2, 2, 2, 0, 4, 0, 4, 0, 4, 0, 4, 0, 4, 2, 2, 2, 2, 2, 2, 2, 2]"
30,9,4,1047,£6.00,£1.00,16,£2.00,£7.00,£1.03,18,1,"[0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 0, 2, 0, 2, 0, 2, 0, 2, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 0, 2, 0, 2, 0, 2, 0, 2]"
27,9,3,1363,£5.00,£1.00,8,£2.00,£6.00,£1.03,18,1,"[0, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 2, 0, 2, 0, 2, 0, 2, 0, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 2, 0, 2, 0, 2, 0, 2, 0]"
25,9,2,1500,£4.00,£1.00,15,£2.00,£5.00,£1.03,18,1,"[0, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 2, 0, 2, 0, 2, 0, 2, 0, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 2, 0, 2, 0, 2, 0, 2, 0]"
21,9,1,7489,£5.00,£1.00,5,£0.00,£4.00,£1.03,18,1,"[0, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 2, 0, 2, 0, 2, 0, 2, 0, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 2, 0, 2, 0, 2, 0, 2, 0]"
66,12,2,16684,£5.00,£1.00,24,£1.00,£5.00,£0.03,36,2,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
65,12,1,16006,£5.00,£1.00,17,£1.00,£5.00,£0.03,36,2,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
74,13,7,2730,£0.40,£0.40,2,£0.00,£0.00,£1.03,18,4,"[0, 0.8, 0, 0.8, 0, 0.8, 0, 0.8, 0, 0.8, 0, 0, 0.8, 0, 0.8, 0, 0.8, 0, 0.8, 0.8, 0, 0.8, 0, 0.8, 0, 0.8, 0, 0.8, 0, 0, 0.8, 0, 0.8, 0, 0.8, 0, 0.8]"
72,13,6,9909,£1.00,£1.00,7,£0.40,£0.40,£8.29,37,10,"[18, 0.4, 0.6, 0.4, 0.6, 0.4, 0.6, 0.4, 0.6, 0.4, 0.6, 0.6, 0.4, 0.6, 0.4, 0.6, 0.4, 0.6, 0.4, 0.4, 0.6, 0.4, 0.6, 0.4, 0.6, 0.4, 0.6, 0.4, 0.6, 0.6, 0.4, 0.6, 0.4, 0.6, 0.4, 0.6, 0.4]"
70,13,5,8684,£1.60,£0.60,20,£0.00,£1.00,£8.53,19,6,"[10.8, 0.6, 0, 0.6, 0, 0.6, 0, 0.6, 0, 0.6, 0, 0, 0.6, 0, 0.6, 0, 0.6, 0, 0.6, 0.6, 0, 0.6, 0, 0.6, 0, 0.6, 0, 0.6, 0, 0, 0.6, 0, 0.6, 0, 0.6, 0, 0.6]"
